id,component,material_category,design_code,design_name,finish,texture,color_family,application
1248,Wallpaper,Wallpaper,INT-11248,Green Wallpaper Style 1248,High Gloss,Woodgrain,Green,Bedroom
1249,Sofa Fabric,Fabric,INT-11249,Ivory Sofa Fabric Style 1249,High Gloss,Smooth,Ivory,Office
1250,Ceiling Panel,Panel,INT-11250,Charcoal Ceiling Panel Style 1250,High Gloss,Pattern,Charcoal,Lobby
1251,TV Unit Panel,Panel,INT-11251,Walnut TV Unit Panel Style 1251,Polished,Marble,Walnut,Bathroom
1252,Chair Fabric,Fabric,INT-11252,Mahogany Chair Fabric Style 1252,Gloss,Woodgrain,Mahogany,Kitchen
1253,Marble Flooring,Marble,INT-11253,Walnut Marble Flooring Style 1253,Natural,Pattern,Walnut,Office
1254,Marble Flooring,Marble,INT-11254,Teak Marble Flooring Style 1254,Matte,Smooth,Teak,Lobby
1255,Wardrobe Panel,Panel,INT-11255,Terracotta Wardrobe Panel Style 1255,Natural,Concrete,Terracotta,Kitchen
1256,Floor Tile,Tile,INT-11256,Green Floor Tile Style 1256,Natural,Marble,Green,Dining
1257,Sofa Fabric,Fabric,INT-11257,Green Sofa Fabric Style 1257,Gloss,Pattern,Green,Living Room
1258,Kitchen Cabinet,Laminate,INT-11258,Light Oak Kitchen Cabinet Style 1258,Matte,Pattern,Light Oak,Living Room
1259,False Ceiling,Gypsum,INT-11259,Charcoal False Ceiling Style 1259,Gloss,Marble,Charcoal,Bathroom
1260,Chair Fabric,Fabric,INT-11260,Blue Chair Fabric Style 1260,Gloss,Marble,Blue,Bedroom
1261,False Ceiling,Gypsum,INT-11261,Black False Ceiling Style 1261,Polished,Marble,Black,Dining
1262,Table Surface,Wood,INT-11262,Green Table Surface Style 1262,Textured,Fabric,Green,Dining
1263,Wood Flooring,Wood,INT-11263,Light Oak Wood Flooring Style 1263,High Gloss,Woodgrain,Light Oak,Bathroom
1264,Wood Flooring,Wood,INT-11264,Beige Wood Flooring Style 1264,Satin,Pattern,Beige,Dining
1265,Ceiling Panel,Panel,INT-11265,Charcoal Ceiling Panel Style 1265,Polished,Stone,Charcoal,Office
1266,Wall Paint,Paint,INT-11266,Yellow Wall Paint Style 1266,Natural,Concrete,Yellow,Dining
1267,TV Unit Panel,Panel,INT-11267,Blue TV Unit Panel Style 1267,Satin,Fabric,Blue,Dining
1268,Wood Flooring,Wood,INT-11268,Charcoal Wood Flooring Style 1268,Satin,Stone,Charcoal,Kitchen
1269,Wallpaper,Wallpaper,INT-11269,Terracotta Wallpaper Style 1269,High Gloss,Linear,Terracotta,Office
1270,Chair Fabric,Fabric,INT-11270,Oak Chair Fabric Style 1270,Polished,Marble,Oak,Dining
1271,Kitchen Cabinet,Laminate,INT-11271,Beige Kitchen Cabinet Style 1271,Polished,Smooth,Beige,Lobby
1272,Decor Panel,Panel,INT-11272,Mahogany Decor Panel Style 1272,Textured,Linear,Mahogany,Office
1273,False Ceiling,Gypsum,INT-11273,Green False Ceiling Style 1273,Polished,Woodgrain,Green,Office
1274,Wall Paint,Paint,INT-11274,Terracotta Wall Paint Style 1274,Polished,Linear,Terracotta,Lobby
1275,Wood Flooring,Wood,INT-11275,Mustard Wood Flooring Style 1275,High Gloss,Fabric,Mustard,Dining
1276,Wardrobe Finish,Laminate,INT-11276,Mahogany Wardrobe Finish Style 1276,Gloss,Smooth,Mahogany,Office
1277,Wardrobe Finish,Laminate,INT-11277,Light Oak Wardrobe Finish Style 1277,Matte,Marble,Light Oak,Living Room
1278,TV Unit Panel,Panel,INT-11278,Blue TV Unit Panel Style 1278,Satin,Marble,Blue,Bedroom
1279,Sofa Fabric,Fabric,INT-11279,Mustard Sofa Fabric Style 1279,Gloss,Pattern,Mustard,Living Room
1280,Wardrobe Panel,Panel,INT-11280,Charcoal Wardrobe Panel Style 1280,Textured,Stone,Charcoal,Dining
1281,Ceiling Panel,Panel,INT-11281,Yellow Ceiling Panel Style 1281,Polished,Woodgrain,Yellow,Lobby
1282,Floor Tile,Tile,INT-11282,Light Oak Floor Tile Style 1282,High Gloss,Pattern,Light Oak,Living Room
1283,Decor Panel,Panel,INT-11283,Green Decor Panel Style 1283,Natural,Smooth,Green,Kitchen
1284,TV Unit Panel,Panel,INT-11284,Oak TV Unit Panel Style 1284,Textured,Stone,Oak,Kitchen
1285,Glass Partition,Glass,INT-11285,Olive Glass Partition Style 1285,Textured,Marble,Olive,Office
1286,Wardrobe Panel,Panel,INT-11286,Grey Wardrobe Panel Style 1286,Satin,Smooth,Grey,Dining
1287,Kitchen Countertop,Stone,INT-11287,Mahogany Kitchen Countertop Style 1287,Polished,Smooth,Mahogany,Kitchen
1288,Ceiling Panel,Panel,INT-11288,Beige Ceiling Panel Style 1288,Matte,Marble,Beige,Dining
1289,TV Unit Panel,Panel,INT-11289,Beige TV Unit Panel Style 1289,Matte,Pattern,Beige,Kitchen
1290,False Ceiling,Gypsum,INT-11290,Cream False Ceiling Style 1290,Textured,Pattern,Cream,Living Room
1291,Kitchen Cabinet,Laminate,INT-11291,Yellow Kitchen Cabinet Style 1291,Satin,Smooth,Yellow,Bathroom
1292,Wood Flooring,Wood,INT-11292,Mahogany Wood Flooring Style 1292,Polished,Marble,Mahogany,Kitchen
1293,Wall Paint,Paint,INT-11293,Oak Wall Paint Style 1293,Textured,Concrete,Oak,Office
1294,Sofa Fabric,Fabric,INT-11294,Navy Sofa Fabric Style 1294,Natural,Woodgrain,Navy,Kitchen
1295,Glass Partition,Glass,INT-11295,Light Oak Glass Partition Style 1295,Matte,Fabric,Light Oak,Bathroom
1296,Wall Panel,Panel,INT-11296,Light Oak Wall Panel Style 1296,Matte,Linear,Light Oak,Kitchen
1297,Ceiling Panel,Panel,INT-11297,Yellow Ceiling Panel Style 1297,Gloss,Marble,Yellow,Office
1298,Wall Paint,Paint,INT-11298,Yellow Wall Paint Style 1298,High Gloss,Linear,Yellow,Kitchen
1299,Wall Panel,Panel,INT-11299,Blue Wall Panel Style 1299,High Gloss,Stone,Blue,Kitchen
1300,Chair Fabric,Fabric,INT-11300,Ivory Chair Fabric Style 1300,Textured,Concrete,Ivory,Kitchen
1301,Table Surface,Wood,INT-11301,Grey Table Surface Style 1301,Satin,Marble,Grey,Living Room
1302,Wall Panel,Panel,INT-11302,Cream Wall Panel Style 1302,Satin,Woodgrain,Cream,Lobby
1303,Wardrobe Finish,Laminate,INT-11303,Mahogany Wardrobe Finish Style 1303,Textured,Woodgrain,Mahogany,Bedroom
1304,Kitchen Cabinet,Laminate,INT-11304,Red Kitchen Cabinet Style 1304,High Gloss,Woodgrain,Red,Kitchen
1305,Ceiling Panel,Panel,INT-11305,Teak Ceiling Panel Style 1305,Satin,Concrete,Teak,Living Room
1306,Wardrobe Finish,Laminate,INT-11306,Terracotta Wardrobe Finish Style 1306,Matte,Linear,Terracotta,Living Room
1307,Wood Flooring,Wood,INT-11307,Green Wood Flooring Style 1307,Satin,Marble,Green,Bedroom
1308,Glass Partition,Glass,INT-11308,Yellow Glass Partition Style 1308,Matte,Woodgrain,Yellow,Office
1309,TV Unit Panel,Panel,INT-11309,Oak TV Unit Panel Style 1309,Natural,Linear,Oak,Bedroom
1310,Chair Fabric,Fabric,INT-11310,Blue Chair Fabric Style 1310,Satin,Linear,Blue,Office
1311,Wardrobe Finish,Laminate,INT-11311,Terracotta Wardrobe Finish Style 1311,Textured,Pattern,Terracotta,Kitchen
1312,Wallpaper,Wallpaper,INT-11312,Mustard Wallpaper Style 1312,Satin,Woodgrain,Mustard,Living Room
1313,Chair Fabric,Fabric,INT-11313,Terracotta Chair Fabric Style 1313,Matte,Pattern,Terracotta,Living Room
1314,Decor Panel,Panel,INT-11314,Terracotta Decor Panel Style 1314,Gloss,Woodgrain,Terracotta,Dining
1315,Table Surface,Wood,INT-11315,Ivory Table Surface Style 1315,Satin,Marble,Ivory,Living Room
1316,Wall Panel,Panel,INT-11316,Navy Wall Panel Style 1316,Polished,Concrete,Navy,Lobby
1317,Wardrobe Finish,Laminate,INT-11317,Sand Wardrobe Finish Style 1317,Matte,Stone,Sand,Kitchen
1318,TV Unit Panel,Panel,INT-11318,Cream TV Unit Panel Style 1318,Textured,Pattern,Cream,Kitchen
1319,Wall Paint,Paint,INT-11319,Terracotta Wall Paint Style 1319,High Gloss,Stone,Terracotta,Living Room
1320,Wall Paint,Paint,INT-11320,Light Oak Wall Paint Style 1320,Polished,Linear,Light Oak,Living Room
1321,Wardrobe Panel,Panel,INT-11321,Mustard Wardrobe Panel Style 1321,Satin,Woodgrain,Mustard,Bathroom
1322,Wall Paint,Paint,INT-11322,White Wall Paint Style 1322,Textured,Woodgrain,White,Bathroom
1323,TV Unit Panel,Panel,INT-11323,Charcoal TV Unit Panel Style 1323,Satin,Linear,Charcoal,Bedroom
1324,Sofa Fabric,Fabric,INT-11324,Green Sofa Fabric Style 1324,Textured,Marble,Green,Living Room
1325,Glass Partition,Glass,INT-11325,Navy Glass Partition Style 1325,Textured,Pattern,Navy,Office
1326,Table Surface,Wood,INT-11326,Sand Table Surface Style 1326,Matte,Concrete,Sand,Living Room
1327,Wardrobe Panel,Panel,INT-11327,Teak Wardrobe Panel Style 1327,Satin,Marble,Teak,Kitchen
1328,Floor Tile,Tile,INT-11328,Teak Floor Tile Style 1328,Matte,Linear,Teak,Kitchen
1329,Sofa Fabric,Fabric,INT-11329,Green Sofa Fabric Style 1329,Polished,Marble,Green,Bathroom
1330,Marble Flooring,Marble,INT-11330,Navy Marble Flooring Style 1330,Polished,Pattern,Navy,Bathroom
1331,Decor Panel,Panel,INT-11331,White Decor Panel Style 1331,Gloss,Pattern,White,Lobby
1332,Floor Tile,Tile,INT-11332,Yellow Floor Tile Style 1332,Gloss,Stone,Yellow,Living Room
1333,Ceiling Panel,Panel,INT-11333,Grey Ceiling Panel Style 1333,Natural,Stone,Grey,Dining
1334,Glass Partition,Glass,INT-11334,Navy Glass Partition Style 1334,Textured,Concrete,Navy,Living Room
1335,Kitchen Cabinet,Laminate,INT-11335,Navy Kitchen Cabinet Style 1335,Satin,Smooth,Navy,Bedroom
1336,Wall Paint,Paint,INT-11336,Light Oak Wall Paint Style 1336,Satin,Pattern,Light Oak,Living Room
1337,Wall Panel,Panel,INT-11337,Red Wall Panel Style 1337,Natural,Concrete,Red,Lobby
1338,Wood Flooring,Wood,INT-11338,Yellow Wood Flooring Style 1338,High Gloss,Concrete,Yellow,Office
1339,Wall Paint,Paint,INT-11339,Cream Wall Paint Style 1339,Satin,Fabric,Cream,Bathroom
1340,Chair Fabric,Fabric,INT-11340,Yellow Chair Fabric Style 1340,High Gloss,Stone,Yellow,Dining
1341,Kitchen Countertop,Stone,INT-11341,Light Oak Kitchen Countertop Style 1341,Natural,Concrete,Light Oak,Living Room
1342,Marble Flooring,Marble,INT-11342,Mahogany Marble Flooring Style 1342,Polished,Smooth,Mahogany,Office
1343,Wardrobe Finish,Laminate,INT-11343,Black Wardrobe Finish Style 1343,High Gloss,Pattern,Black,Office
1344,Sofa Fabric,Fabric,INT-11344,Mustard Sofa Fabric Style 1344,Textured,Pattern,Mustard,Living Room
1345,Kitchen Countertop,Stone,INT-11345,Beige Kitchen Countertop Style 1345,Polished,Marble,Beige,Kitchen
1346,Kitchen Cabinet,Laminate,INT-11346,Oak Kitchen Cabinet Style 1346,High Gloss,Stone,Oak,Lobby
1347,Decor Panel,Panel,INT-11347,Charcoal Decor Panel Style 1347,Polished,Smooth,Charcoal,Lobby
1348,Wardrobe Finish,Laminate,INT-11348,Red Wardrobe Finish Style 1348,Natural,Smooth,Red,Lobby
1349,Ceiling Panel,Panel,INT-11349,Red Ceiling Panel Style 1349,Matte,Marble,Red,Living Room
1350,Kitchen Countertop,Stone,INT-11350,Grey Kitchen Countertop Style 1350,Matte,Pattern,Grey,Living Room
1351,Kitchen Cabinet,Laminate,INT-11351,Black Kitchen Cabinet Style 1351,High Gloss,Marble,Black,Bathroom
1352,TV Unit Panel,Panel,INT-11352,Mustard TV Unit Panel Style 1352,Gloss,Woodgrain,Mustard,Office
1353,Chair Fabric,Fabric,INT-11353,Mustard Chair Fabric Style 1353,Gloss,Marble,Mustard,Dining
1354,False Ceiling,Gypsum,INT-11354,Cream False Ceiling Style 1354,High Gloss,Linear,Cream,Dining
1355,Wardrobe Finish,Laminate,INT-11355,Oak Wardrobe Finish Style 1355,Polished,Concrete,Oak,Living Room
1356,Wardrobe Finish,Laminate,INT-11356,White Wardrobe Finish Style 1356,Natural,Stone,White,Living Room
1357,Ceiling Panel,Panel,INT-11357,Walnut Ceiling Panel Style 1357,Polished,Smooth,Walnut,Lobby
1358,Floor Tile,Tile,INT-11358,Yellow Floor Tile Style 1358,Satin,Stone,Yellow,Bathroom
1359,Table Surface,Wood,INT-11359,Grey Table Surface Style 1359,High Gloss,Concrete,Grey,Bedroom
1360,TV Unit Panel,Panel,INT-11360,Black TV Unit Panel Style 1360,Polished,Smooth,Black,Dining
1361,Wood Flooring,Wood,INT-11361,Light Oak Wood Flooring Style 1361,Polished,Marble,Light Oak,Bedroom
1362,Wardrobe Panel,Panel,INT-11362,Cream Wardrobe Panel Style 1362,High Gloss,Marble,Cream,Living Room
1363,Floor Tile,Tile,INT-11363,Olive Floor Tile Style 1363,Matte,Fabric,Olive,Lobby
1364,Kitchen Countertop,Stone,INT-11364,Black Kitchen Countertop Style 1364,Matte,Pattern,Black,Dining
1365,False Ceiling,Gypsum,INT-11365,Charcoal False Ceiling Style 1365,High Gloss,Pattern,Charcoal,Bedroom
1366,Kitchen Cabinet,Laminate,INT-11366,Light Oak Kitchen Cabinet Style 1366,Matte,Marble,Light Oak,Bedroom
1367,Kitchen Countertop,Stone,INT-11367,White Kitchen Countertop Style 1367,Natural,Linear,White,Lobby
1368,False Ceiling,Gypsum,INT-11368,Charcoal False Ceiling Style 1368,High Gloss,Pattern,Charcoal,Bathroom
1369,Wood Flooring,Wood,INT-11369,Blue Wood Flooring Style 1369,High Gloss,Fabric,Blue,Office
1370,Floor Tile,Tile,INT-11370,Green Floor Tile Style 1370,Satin,Smooth,Green,Lobby
1371,Marble Flooring,Marble,INT-11371,Oak Marble Flooring Style 1371,Textured,Stone,Oak,Living Room
1372,Chair Fabric,Fabric,INT-11372,Terracotta Chair Fabric Style 1372,Gloss,Pattern,Terracotta,Kitchen
1373,Wardrobe Finish,Laminate,INT-11373,Cream Wardrobe Finish Style 1373,Satin,Smooth,Cream,Dining
1374,Wallpaper,Wallpaper,INT-11374,Blue Wallpaper Style 1374,High Gloss,Stone,Blue,Living Room
1375,Wallpaper,Wallpaper,INT-11375,Beige Wallpaper Style 1375,Natural,Marble,Beige,Living Room
1376,Decor Panel,Panel,INT-11376,Terracotta Decor Panel Style 1376,Matte,Marble,Terracotta,Living Room
1377,Glass Partition,Glass,INT-11377,Terracotta Glass Partition Style 1377,Polished,Smooth,Terracotta,Bedroom
1378,Table Surface,Wood,INT-11378,Grey Table Surface Style 1378,Polished,Fabric,Grey,Bathroom
1379,Wall Paint,Paint,INT-11379,White Wall Paint Style 1379,Matte,Stone,White,Office
1380,Wood Flooring,Wood,INT-11380,Yellow Wood Flooring Style 1380,Polished,Linear,Yellow,Bedroom
1381,Wall Panel,Panel,INT-11381,Green Wall Panel Style 1381,Matte,Pattern,Green,Office
1382,Wall Panel,Panel,INT-11382,Charcoal Wall Panel Style 1382,Satin,Pattern,Charcoal,Office
1383,Floor Tile,Tile,INT-11383,Mahogany Floor Tile Style 1383,Textured,Pattern,Mahogany,Bedroom
1384,Table Surface,Wood,INT-11384,Ivory Table Surface Style 1384,Satin,Pattern,Ivory,Bathroom
1385,Floor Tile,Tile,INT-11385,Navy Floor Tile Style 1385,Satin,Woodgrain,Navy,Office
1386,False Ceiling,Gypsum,INT-11386,Ivory False Ceiling Style 1386,High Gloss,Smooth,Ivory,Kitchen
1387,Sofa Fabric,Fabric,INT-11387,Sand Sofa Fabric Style 1387,Polished,Linear,Sand,Living Room
1388,Floor Tile,Tile,INT-11388,Navy Floor Tile Style 1388,Natural,Woodgrain,Navy,Bathroom
1389,Sofa Fabric,Fabric,INT-11389,Walnut Sofa Fabric Style 1389,Satin,Concrete,Walnut,Dining
1390,Wood Flooring,Wood,INT-11390,Mustard Wood Flooring Style 1390,Gloss,Concrete,Mustard,Bathroom
1391,False Ceiling,Gypsum,INT-11391,Mustard False Ceiling Style 1391,Natural,Marble,Mustard,Bedroom
1392,Marble Flooring,Marble,INT-11392,Charcoal Marble Flooring Style 1392,Natural,Pattern,Charcoal,Bathroom
1393,Marble Flooring,Marble,INT-11393,Grey Marble Flooring Style 1393,Textured,Fabric,Grey,Lobby
1394,Kitchen Cabinet,Laminate,INT-11394,Walnut Kitchen Cabinet Style 1394,Natural,Stone,Walnut,Bedroom
1395,Kitchen Cabinet,Laminate,INT-11395,Teak Kitchen Cabinet Style 1395,Polished,Smooth,Teak,Lobby
1396,Wardrobe Panel,Panel,INT-11396,Terracotta Wardrobe Panel Style 1396,Matte,Concrete,Terracotta,Kitchen
1397,Wallpaper,Wallpaper,INT-11397,Ivory Wallpaper Style 1397,Natural,Woodgrain,Ivory,Kitchen
1398,Wood Flooring,Wood,INT-11398,Sand Wood Flooring Style 1398,Natural,Woodgrain,Sand,Bathroom
1399,Wood Flooring,Wood,INT-11399,Olive Wood Flooring Style 1399,Gloss,Stone,Olive,Lobby
1400,Sofa Fabric,Fabric,INT-11400,Navy Sofa Fabric Style 1400,Natural,Fabric,Navy,Office
1401,Ceiling Panel,Panel,INT-11401,Mustard Ceiling Panel Style 1401,Satin,Concrete,Mustard,Living Room
1402,Wood Flooring,Wood,INT-11402,Yellow Wood Flooring Style 1402,Satin,Pattern,Yellow,Kitchen
1403,TV Unit Panel,Panel,INT-11403,Grey TV Unit Panel Style 1403,Satin,Marble,Grey,Office
1404,Glass Partition,Glass,INT-11404,Black Glass Partition Style 1404,Polished,Pattern,Black,Bathroom
1405,TV Unit Panel,Panel,INT-11405,Grey TV Unit Panel Style 1405,Matte,Fabric,Grey,Office
1406,Wall Paint,Paint,INT-11406,Beige Wall Paint Style 1406,Gloss,Fabric,Beige,Bedroom
1407,Wardrobe Finish,Laminate,INT-11407,Walnut Wardrobe Finish Style 1407,Polished,Pattern,Walnut,Bedroom
1408,Marble Flooring,Marble,INT-11408,Blue Marble Flooring Style 1408,Matte,Marble,Blue,Bedroom
1409,Ceiling Panel,Panel,INT-11409,Black Ceiling Panel Style 1409,Matte,Linear,Black,Kitchen
1410,Ceiling Panel,Panel,INT-11410,Beige Ceiling Panel Style 1410,Satin,Concrete,Beige,Dining
1411,Table Surface,Wood,INT-11411,Oak Table Surface Style 1411,Matte,Woodgrain,Oak,Living Room
1412,Wardrobe Panel,Panel,INT-11412,Beige Wardrobe Panel Style 1412,Satin,Marble,Beige,Bedroom
1413,Wall Panel,Panel,INT-11413,Green Wall Panel Style 1413,Textured,Marble,Green,Kitchen
1414,Kitchen Countertop,Stone,INT-11414,Charcoal Kitchen Countertop Style 1414,Polished,Marble,Charcoal,Office
1415,Decor Panel,Panel,INT-11415,Olive Decor Panel Style 1415,Matte,Stone,Olive,Lobby
1416,Glass Partition,Glass,INT-11416,Ivory Glass Partition Style 1416,Natural,Fabric,Ivory,Kitchen
1417,Floor Tile,Tile,INT-11417,Cream Floor Tile Style 1417,Textured,Marble,Cream,Bathroom
1418,Wardrobe Panel,Panel,INT-11418,Olive Wardrobe Panel Style 1418,Matte,Smooth,Olive,Lobby
1419,Glass Partition,Glass,INT-11419,Olive Glass Partition Style 1419,Matte,Pattern,Olive,Bathroom
1420,Wall Panel,Panel,INT-11420,Light Oak Wall Panel Style 1420,Natural,Smooth,Light Oak,Kitchen
1421,TV Unit Panel,Panel,INT-11421,Yellow TV Unit Panel Style 1421,Natural,Marble,Yellow,Lobby
1422,Chair Fabric,Fabric,INT-11422,Green Chair Fabric Style 1422,High Gloss,Pattern,Green,Kitchen
1423,Ceiling Panel,Panel,INT-11423,Terracotta Ceiling Panel Style 1423,High Gloss,Pattern,Terracotta,Bedroom
1424,TV Unit Panel,Panel,INT-11424,Mahogany TV Unit Panel Style 1424,Matte,Linear,Mahogany,Kitchen
1425,Marble Flooring,Marble,INT-11425,Grey Marble Flooring Style 1425,High Gloss,Smooth,Grey,Dining
1426,Sofa Fabric,Fabric,INT-11426,Navy Sofa Fabric Style 1426,Satin,Smooth,Navy,Lobby
1427,Wardrobe Panel,Panel,INT-11427,Mustard Wardrobe Panel Style 1427,Satin,Smooth,Mustard,Lobby
1428,Chair Fabric,Fabric,INT-11428,Olive Chair Fabric Style 1428,High Gloss,Concrete,Olive,Bedroom
1429,Table Surface,Wood,INT-11429,Oak Table Surface Style 1429,High Gloss,Fabric,Oak,Kitchen
1430,Wall Paint,Paint,INT-11430,Walnut Wall Paint Style 1430,Matte,Stone,Walnut,Dining
1431,TV Unit Panel,Panel,INT-11431,Yellow TV Unit Panel Style 1431,High Gloss,Stone,Yellow,Bathroom
1432,Wardrobe Finish,Laminate,INT-11432,Walnut Wardrobe Finish Style 1432,Satin,Linear,Walnut,Office
1433,Glass Partition,Glass,INT-11433,Blue Glass Partition Style 1433,Polished,Woodgrain,Blue,Lobby
1434,Chair Fabric,Fabric,INT-11434,Light Oak Chair Fabric Style 1434,Natural,Linear,Light Oak,Kitchen
1435,Kitchen Cabinet,Laminate,INT-11435,Ivory Kitchen Cabinet Style 1435,Matte,Fabric,Ivory,Kitchen
1436,Wardrobe Finish,Laminate,INT-11436,Sand Wardrobe Finish Style 1436,Natural,Woodgrain,Sand,Kitchen
1437,Glass Partition,Glass,INT-11437,Cream Glass Partition Style 1437,Natural,Marble,Cream,Bedroom
1438,TV Unit Panel,Panel,INT-11438,Black TV Unit Panel Style 1438,Textured,Smooth,Black,Kitchen
1439,Sofa Fabric,Fabric,INT-11439,Yellow Sofa Fabric Style 1439,Textured,Pattern,Yellow,Dining
1440,Wood Flooring,Wood,INT-11440,Terracotta Wood Flooring Style 1440,Matte,Concrete,Terracotta,Office
1441,Kitchen Cabinet,Laminate,INT-11441,Black Kitchen Cabinet Style 1441,Satin,Stone,Black,Kitchen
1442,Kitchen Countertop,Stone,INT-11442,Beige Kitchen Countertop Style 1442,Satin,Woodgrain,Beige,Lobby
1443,Wardrobe Finish,Laminate,INT-11443,Terracotta Wardrobe Finish Style 1443,Textured,Pattern,Terracotta,Lobby
1444,False Ceiling,Gypsum,INT-11444,Charcoal False Ceiling Style 1444,Matte,Fabric,Charcoal,Kitchen
1445,Decor Panel,Panel,INT-11445,Cream Decor Panel Style 1445,Polished,Smooth,Cream,Dining
1446,Kitchen Cabinet,Laminate,INT-11446,Navy Kitchen Cabinet Style 1446,Polished,Linear,Navy,Kitchen
1447,Chair Fabric,Fabric,INT-11447,Grey Chair Fabric Style 1447,Textured,Pattern,Grey,Lobby
1448,Wardrobe Panel,Panel,INT-11448,Cream Wardrobe Panel Style 1448,Satin,Pattern,Cream,Kitchen
1449,Marble Flooring,Marble,INT-11449,Yellow Marble Flooring Style 1449,Gloss,Linear,Yellow,Bedroom
1450,Wardrobe Finish,Laminate,INT-11450,Navy Wardrobe Finish Style 1450,Natural,Pattern,Navy,Kitchen
1451,Table Surface,Wood,INT-11451,Black Table Surface Style 1451,High Gloss,Stone,Black,Living Room
1452,Kitchen Cabinet,Laminate,INT-11452,Navy Kitchen Cabinet Style 1452,Gloss,Woodgrain,Navy,Dining
1453,Sofa Fabric,Fabric,INT-11453,Black Sofa Fabric Style 1453,Textured,Fabric,Black,Bedroom
1454,Glass Partition,Glass,INT-11454,Beige Glass Partition Style 1454,Matte,Marble,Beige,Kitchen
1455,Ceiling Panel,Panel,INT-11455,Ivory Ceiling Panel Style 1455,Gloss,Woodgrain,Ivory,Living Room
1456,Decor Panel,Panel,INT-11456,Grey Decor Panel Style 1456,Natural,Stone,Grey,Kitchen
1457,Wall Paint,Paint,INT-11457,Beige Wall Paint Style 1457,Textured,Smooth,Beige,Dining
1458,Table Surface,Wood,INT-11458,Navy Table Surface Style 1458,Textured,Linear,Navy,Living Room
1459,Chair Fabric,Fabric,INT-11459,Cream Chair Fabric Style 1459,Natural,Woodgrain,Cream,Bathroom
1460,False Ceiling,Gypsum,INT-11460,Cream False Ceiling Style 1460,High Gloss,Woodgrain,Cream,Lobby
1461,TV Unit Panel,Panel,INT-11461,White TV Unit Panel Style 1461,Polished,Stone,White,Bathroom
1462,Wall Panel,Panel,INT-11462,Mahogany Wall Panel Style 1462,Satin,Linear,Mahogany,Dining
1463,Wallpaper,Wallpaper,INT-11463,Yellow Wallpaper Style 1463,Polished,Concrete,Yellow,Living Room
1464,Glass Partition,Glass,INT-11464,Black Glass Partition Style 1464,High Gloss,Linear,Black,Bedroom
1465,False Ceiling,Gypsum,INT-11465,Ivory False Ceiling Style 1465,Natural,Marble,Ivory,Office
1466,Wood Flooring,Wood,INT-11466,Olive Wood Flooring Style 1466,Satin,Woodgrain,Olive,Bathroom
